filename,width,height,class,xmin,ymin,xmax,ymax
ship0201612210202508,256,256,ship,94,32,133,67
ship0201612210202508,256,256,ship,111,137,132,184
ship0201612210202508,256,256,ship,141,157,150,193
ship0201612210202509,256,256,ship,14,155,24,192
ship0201612210202604,256,256,ship,148,14,174,61
ship0201612210202604,256,256,ship,128,68,155,110
ship0201612210202605,256,256,ship,19,13,47,59
ship0201612210202605,256,256,ship,1,67,27,120
ship0201612210202608,256,256,ship,180,35,205,56
ship0201612210202609,256,256,ship,53,33,76,57
ship02016122102028010,256,256,ship,66,130,103,168
ship02016122102028010,256,256,ship,9,101,30,130
ship0201612210202809,256,256,ship,193,129,235,170
ship02016122102029010,256,256,ship,69,167,82,211
ship02016122102029010,256,256,ship,66,2,105,42
ship02016122102029012,256,256,ship,60,151,92,209
ship02016122102029016,256,256,ship,189,136,206,182
ship02016122102029017,256,256,ship,61,134,79,181
ship02016122102030010,256,256,ship,71,38,82,84
ship02016122102030010,256,256,ship,158,51,176,71
ship02016122102030010,256,256,ship,116,152,146,167
ship02016122102030010,256,256,ship,204,155,234,200
ship02016122102030010,256,256,ship,179,183,207,214
ship02016122102030011,256,256,ship,77,155,104,200
ship02016122102030011,256,256,ship,185,18,206,53
ship02016122102030011,256,256,ship,204,52,223,83
ship0201612210203005,256,256,ship,127,27,150,40
ship0201612210203006,256,256,ship,1,26,20,43
ship0201612210203009,256,256,ship,198,38,209,83
ship02016122102031010,256,256,ship,206,28,233,69
ship02016122102031011,256,256,ship,76,26,103,70
ship0201612210203108,256,256,ship,230,24,239,49
ship0201612210203109,256,256,ship,102,25,112,48
ship02016122102032011,256,256,ship,225,202,255,227
ship02016122102032012,256,256,ship,98,204,129,226
ship02016122601010038,256,256,ship,191,176,225,213
ship02016122601010039,256,256,ship,62,176,98,214
ship0201612260101028,256,256,ship,202,94,245,130
ship0201612260101029,256,256,ship,74,96,116,128
ship0201612260101040,256,256,ship,126,3,188,36
ship0201612260101041,256,256,ship,1,3,57,36
ship02016122601011038,256,256,ship,191,48,226,97
ship02016122601011039,256,256,ship,62,47,97,97
ship02016122601013033,256,256,ship,121,196,179,236
ship02016122601013034,256,256,ship,1,199,51,231
ship02016122601014025,256,256,ship,153,158,202,198
ship02016122601014026,256,256,ship,26,159,73,199
ship02016122601014033,256,256,ship,121,71,179,107
ship02016122601014034,256,256,ship,1,73,50,101
ship02016122601015022,256,256,ship,135,117,195,169
ship02016122601015023,256,256,ship,7,118,67,169
ship02016122601015025,256,256,ship,153,30,201,71
ship02016122601015026,256,256,ship,24,31,72,71
ship02016122601015029,256,256,ship,186,170,230,212
ship02016122601015030,256,256,ship,56,171,102,211
ship02016122601016014,256,256,ship,143,142,205,162
ship02016122601016015,256,256,ship,17,143,79,162
ship02016122601016022,256,256,ship,135,3,193,39
ship02016122601016023,256,256,ship,7,3,66,41
ship02016122601016029,256,256,ship,185,43,231,84
ship02016122601016030,256,256,ship,55,42,101,83
ship02016122601016037,256,256,ship,212,218,253,256
ship02016122601016038,256,256,ship,83,218,125,256
ship02016122601017014,256,256,ship,142,13,204,35
ship02016122601017015,256,256,ship,16,14,76,34
ship02016122601017018,256,256,ship,163,159,230,195
ship02016122601017019,256,256,ship,35,159,101,195
ship02016122601017031,256,256,ship,210,190,244,209
ship02016122601017032,256,256,ship,82,191,116,210
ship02016122601017037,256,256,ship,212,90,253,132
ship02016122601017038,256,256,ship,83,90,125,132
ship02016122601018018,256,256,ship,162,32,228,66
ship02016122601018019,256,256,ship,33,33,100,67
ship02016122601018031,256,256,ship,209,63,245,81
ship02016122601018032,256,256,ship,82,62,116,81
ship02016122601019034,256,256,ship,154,201,207,239
ship02016122601019035,256,256,ship,26,206,79,239
ship02016122601020015,256,256,ship,227,207,256,232
ship02016122601020016,256,256,ship,100,206,164,235
ship02016122601020017,256,256,ship,1,211,37,232
ship02016122601020029,256,256,ship,221,212,256,239
ship02016122601020030,256,256,ship,92,212,145,243
ship02016122601020034,256,256,ship,157,76,205,112
ship02016122601020035,256,256,ship,29,76,80,113
ship0201612260102033,256,256,ship,214,185,256,228
ship0201612260102034,256,256,ship,86,185,140,227
ship0201612260102049,256,256,ship,110,180,168,224
ship0201612260102050,256,256,ship,1,181,41,220
ship02016122601021015,256,256,ship,228,79,256,105
ship02016122601021016,256,256,ship,101,76,164,107
ship02016122601021017,256,256,ship,1,83,37,106
ship02016122601021020,256,256,ship,165,148,210,176
ship02016122601021021,256,256,ship,39,149,82,176
ship02016122601021025,256,256,ship,182,214,234,249
ship02016122601021026,256,256,ship,52,215,106,250
ship02016122601021029,256,256,ship,221,83,256,110
ship02016122601021030,256,256,ship,93,82,145,115
ship02016122601022020,256,256,ship,166,22,209,47
ship02016122601022021,256,256,ship,39,22,82,46
ship02016122601022025,256,256,ship,182,86,234,121
ship02016122601022026,256,256,ship,54,85,106,119
ship02016122601022056,256,256,ship,147,137,188,181
ship02016122601022057,256,256,ship,21,137,58,180
ship02016122601022058,256,256,ship,184,211,231,256
ship02016122601023029,256,256,ship,221,157,256,192
ship02016122601023030,256,256,ship,91,157,136,192
ship02016122601023056,256,256,ship,149,10,187,52
ship02016122601023057,256,256,ship,21,10,58,52
ship02016122601023058,256,256,ship,184,82,230,147
ship02016122601024020,256,256,ship,216,139,256,178
ship02016122601024021,256,256,ship,90,140,142,177
ship02016122601024029,256,256,ship,221,29,256,64
ship02016122601024030,256,256,ship,92,31,135,63
ship02016122601024052,256,256,ship,172,117,212,155
ship02016122601024053,256,256,ship,44,116,85,155
ship02016122601024055,256,256,ship,151,166,208,221
ship02016122601024056,256,256,ship,22,167,80,223
ship02016122601025020,256,256,ship,216,11,256,48
ship02016122601025021,256,256,ship,90,10,142,50
ship02016122601025025,256,256,ship,137,190,186,225
ship02016122601025026,256,256,ship,10,189,59,225
ship02016122601025052,256,256,ship,172,1,210,27
ship02016122601025053,256,256,ship,45,1,81,27
ship02016122601025055,256,256,ship,152,40,206,93
ship02016122601025056,256,256,ship,24,39,79,93
ship02016122601026025,256,256,ship,138,61,186,98
ship02016122601026026,256,256,ship,10,62,58,97
ship02016122601026053,256,256,ship,185,157,226,193
ship02016122601026054,256,256,ship,56,156,98,193
ship02016122601027021,256,256,ship,219,204,253,245
ship02016122601027022,256,256,ship,92,203,128,246
ship02016122601027028,256,256,ship,195,137,243,170
ship02016122601027029,256,256,ship,66,139,113,170
ship02016122601027049,256,256,ship,176,208,217,250
ship02016122601027050,256,256,ship,47,209,89,250
ship02016122601027050,256,256,ship,224,145,256,171
ship02016122601027051,256,256,ship,96,143,129,170
ship02016122601027053,256,256,ship,185,30,225,63
ship02016122601027054,256,256,ship,58,29,98,66
ship02016122601027057,256,256,ship,167,197,214,245
ship02016122601027058,256,256,ship,40,198,87,246
ship02016122601028013,256,256,ship,139,239,181,256
ship02016122601028014,256,256,ship,12,240,53,256
ship02016122601028021,256,256,ship,220,78,252,114
ship02016122601028022,256,256,ship,92,76,125,115
ship02016122601028028,256,256,ship,196,11,241,42
ship02016122601028029,256,256,ship,69,11,114,42
ship02016122601028049,256,256,ship,176,81,217,123
ship02016122601028050,256,256,ship,49,81,91,123
ship02016122601028050,256,256,ship,225,15,255,42
ship02016122601028051,256,256,ship,97,17,127,41
ship02016122601028051,256,256,ship,198,204,242,241
ship02016122601028052,256,256,ship,69,205,114,240
ship02016122601028057,256,256,ship,168,71,214,132
ship02016122601028058,256,256,ship,40,71,86,133
ship02016122601029013,256,256,ship,141,112,179,134
ship02016122601029014,256,256,ship,13,112,52,134
ship02016122601029030,256,256,ship,144,132,200,166
ship02016122601029031,256,256,ship,17,132,71,166
ship02016122601029046,256,256,ship,229,204,256,234
ship02016122601029047,256,256,ship,102,203,156,234
ship02016122601029048,256,256,ship,1,201,26,227
ship02016122601029051,256,256,ship,199,76,241,113
ship02016122601029052,256,256,ship,70,78,112,112
ship02016122601029055,256,256,ship,153,147,195,191
ship02016122601029056,256,256,ship,26,148,68,190
ship02016122601030029,256,256,ship,196,177,237,229
ship02016122601030030,256,256,ship,68,178,109,231
ship02016122601030030,256,256,ship,145,4,199,36
ship02016122601030031,256,256,ship,16,4,72,36
ship02016122601030046,256,256,ship,230,76,256,106
ship02016122601030047,256,256,ship,102,73,155,107
ship02016122601030048,256,256,ship,1,74,27,98
ship02016122601030048,256,256,ship,215,161,256,194
ship02016122601030049,256,256,ship,87,163,133,194
ship02016122601030055,256,256,ship,154,19,194,61
ship02016122601030056,256,256,ship,26,19,66,61
ship0201612260103033,256,256,ship,216,60,256,99
ship0201612260103034,256,256,ship,86,57,139,101
ship0201612260103041,256,256,ship,184,161,242,202
ship0201612260103042,256,256,ship,56,162,115,202
ship0201612260103049,256,256,ship,108,55,167,93
ship0201612260103050,256,256,ship,1,53,40,88
ship0201612260103051,256,256,ship,234,151,256,188
ship0201612260103052,256,256,ship,104,133,145,190
ship02016122601031029,256,256,ship,196,48,237,104
ship02016122601031030,256,256,ship,67,49,109,103
ship02016122601031047,256,256,ship,194,218,237,256
ship02016122601031048,256,256,ship,66,217,108,256
ship02016122601031048,256,256,ship,217,36,256,66
ship02016122601031049,256,256,ship,88,36,132,64
ship02016122601031052,256,256,ship,188,131,231,168
ship02016122601031053,256,256,ship,61,131,104,169
ship02016122601032020,256,256,ship,151,180,196,208
ship02016122601032021,256,256,ship,22,180,68,208
ship02016122601032046,256,256,ship,123,141,163,175
ship02016122601032047,256,256,ship,1,140,34,178
ship02016122601032047,256,256,ship,193,90,235,126
ship02016122601032048,256,256,ship,65,88,106,126
ship02016122601032052,256,256,ship,189,3,229,41
ship02016122601032053,256,256,ship,60,4,104,41
ship02016122601032054,256,256,ship,123,151,164,194
ship02016122601032055,256,256,ship,1,150,37,195
ship02016122601033012,256,256,ship,184,145,223,186
ship02016122601033013,256,256,ship,54,144,97,185
ship02016122601033018,256,256,ship,196,238,245,256
ship02016122601033019,256,256,ship,68,240,118,256
ship02016122601033020,256,256,ship,151,53,198,77
ship02016122601033021,256,256,ship,23,53,68,78
ship02016122601033026,256,256,ship,124,204,174,235
ship02016122601033027,256,256,ship,1,207,48,233
ship02016122601033042,256,256,ship,202,215,256,252
ship02016122601033043,256,256,ship,73,216,144,252
ship02016122601033046,256,256,ship,124,14,161,45
ship02016122601033047,256,256,ship,1,13,35,47
ship02016122601033048,256,256,ship,170,118,214,163
ship02016122601033049,256,256,ship,43,120,87,164
ship02016122601033050,256,256,ship,200,108,242,141
ship02016122601033051,256,256,ship,73,109,114,143
ship02016122601033054,256,256,ship,123,24,165,66
ship02016122601033055,256,256,ship,1,22,39,65
ship02016122601034012,256,256,ship,184,17,223,57
ship02016122601034013,256,256,ship,56,16,95,56
ship02016122601034018,256,256,ship,195,112,246,147
ship02016122601034019,256,256,ship,68,111,118,147
ship02016122601034026,256,256,ship,126,76,174,106
ship02016122601034027,256,256,ship,1,78,46,106
ship02016122601034042,256,256,ship,201,86,256,123
ship02016122601034043,256,256,ship,72,86,143,123
ship02016122601034048,256,256,ship,172,1,216,34
ship02016122601034049,256,256,ship,42,1,85,33
ship02016122601034052,256,256,ship,166,130,211,169
ship02016122601034053,256,256,ship,38,129,85,171
ship02016122601035024,256,256,ship,131,205,173,230
ship02016122601035025,256,256,ship,3,206,45,230
ship02016122601035044,256,256,ship,171,138,230,198
ship02016122601035045,256,256,ship,42,138,103,199
ship02016122601035052,256,256,ship,168,3,209,42
ship02016122601035052,256,256,ship,131,214,179,238
ship02016122601035053,256,256,ship,41,4,81,42
ship02016122601035053,256,256,ship,4,215,49,238
ship02016122601036024,256,256,ship,131,80,172,100
ship02016122601036025,256,256,ship,5,80,44,100
ship02016122601036043,256,256,ship,117,152,163,184
ship02016122601036044,256,256,ship,1,160,36,185
ship02016122601036044,256,256,ship,173,12,229,38
ship02016122601036045,256,256,ship,44,11,102,39
ship02016122601036046,256,256,ship,174,134,211,164
ship02016122601036047,256,256,ship,46,135,83,164
ship02016122601036052,256,256,ship,129,86,178,107
ship02016122601036053,256,256,ship,2,87,51,107
ship02016122601037040,256,256,ship,184,200,226,229
ship02016122601037041,256,256,ship,55,201,98,229
ship02016122601037043,256,256,ship,119,25,162,57
ship02016122601037044,256,256,ship,1,33,34,55
ship02016122601037044,256,256,ship,198,205,247,244
ship02016122601037045,256,256,ship,69,206,119,243
ship02016122601037046,256,256,ship,173,9,210,28
ship02016122601037047,256,256,ship,47,9,82,28
ship02016122601037049,256,256,ship,131,133,188,170
ship02016122601037050,256,256,ship,5,131,60,171
ship02016122601038038,256,256,ship,151,218,194,256
ship02016122601038039,256,256,ship,25,218,67,256
ship02016122601038040,256,256,ship,183,74,228,100
ship02016122601038041,256,256,ship,54,74,101,99
ship02016122601038042,256,256,ship,208,188,241,206
ship02016122601038043,256,256,ship,79,189,113,206
ship02016122601038044,256,256,ship,197,79,246,113
ship02016122601038045,256,256,ship,70,82,118,113
ship02016122601038049,256,256,ship,132,6,187,42
ship02016122601038050,256,256,ship,5,5,60,42
ship02016122601039038,256,256,ship,152,90,194,135
ship02016122601039039,256,256,ship,26,91,65,134
ship02016122601039039,256,256,ship,162,189,194,205
ship02016122601039040,256,256,ship,34,189,66,204
ship02016122601039041,256,256,ship,139,238,175,256
ship02016122601039042,256,256,ship,11,238,45,256
ship02016122601039042,256,256,ship,208,62,239,77
ship02016122601039043,256,256,ship,79,61,111,78
ship02016122601039050,256,256,ship,180,116,235,154
ship02016122601039051,256,256,ship,52,116,107,153
ship02016122601040036,256,256,ship,154,197,214,233
ship02016122601040037,256,256,ship,27,198,86,232
ship02016122601040039,256,256,ship,162,59,193,76
ship02016122601040039,256,256,ship,191,211,233,255
ship02016122601040040,256,256,ship,33,61,66,77
ship02016122601040040,256,256,ship,63,211,105,254
ship02016122601040041,256,256,ship,138,107,182,139
ship02016122601040042,256,256,ship,10,106,55,140
ship02016122601040045,256,256,ship,202,146,248,172
ship02016122601040046,256,256,ship,72,146,121,173
ship02016122601040048,256,256,ship,212,229,256,256
ship02016122601040049,256,256,ship,84,222,148,256
ship02016122601041036,256,256,ship,156,72,213,104
ship02016122601041037,256,256,ship,27,71,84,104
ship02016122601041039,256,256,ship,192,83,233,127
ship02016122601041040,256,256,ship,64,82,104,127
ship02016122601041045,256,256,ship,202,18,249,44
ship02016122601041046,256,256,ship,73,18,121,45
ship02016122601041048,256,256,ship,212,102,256,130
ship02016122601041049,256,256,ship,85,96,144,130
ship02016122601042038,256,256,ship,115,131,144,147
ship02016122601042042,256,256,ship,79,119,112,146
ship02016122601042045,256,256,ship,165,169,224,203
ship02016122601042046,256,256,ship,36,169,94,205
ship02016122601043036,256,256,ship,150,212,199,239
ship02016122601043037,256,256,ship,21,210,71,239
ship02016122601043038,256,256,ship,116,3,144,17
ship02016122601043044,256,256,ship,124,196,175,224
ship02016122601043045,256,256,ship,1,197,48,223
ship02016122601043045,256,256,ship,165,43,218,73
ship02016122601043046,256,256,ship,38,43,90,76
ship02016122601043047,256,256,ship,218,189,256,214
ship02016122601043048,256,256,ship,89,188,129,214
ship02016122601044027,256,256,ship,171,162,212,204
ship02016122601044028,256,256,ship,42,160,85,202
ship02016122601044036,256,256,ship,149,83,197,111
ship02016122601044037,256,256,ship,21,84,70,110
ship02016122601044038,256,256,ship,191,125,233,173
ship02016122601044039,256,256,ship,60,125,104,174
ship02016122601044041,256,256,ship,156,155,201,200
ship02016122601044042,256,256,ship,29,154,73,201
ship02016122601044044,256,256,ship,125,67,175,97
ship02016122601044045,256,256,ship,1,69,48,97
ship02016122601044047,256,256,ship,217,60,256,87
ship02016122601044048,256,256,ship,89,60,128,88
ship02016122601045027,256,256,ship,171,34,212,73
ship02016122601045028,256,256,ship,42,34,85,73
ship02016122601045034,256,256,ship,206,190,244,217
ship02016122601045035,256,256,ship,78,192,116,217
ship02016122601045038,256,256,ship,193,1,231,43
ship02016122601045039,256,256,ship,64,1,104,44
ship02016122601045041,256,256,ship,155,31,201,71
ship02016122601045042,256,256,ship,29,28,75,72
ship02016122601046032,256,256,ship,181,206,223,234
ship02016122601046033,256,256,ship,53,202,96,235
ship02016122601046034,256,256,ship,206,63,242,89
